is_static,full_name,is_code_smell
False,org.bottiger.podcast.FeedActivity$1,true
False,org.bottiger.podcast.FeedActivity$7,true
False,org.bottiger.podcast.FeedActivity$6,true
False,org.bottiger.podcast.FeedActivity$5,true
False,org.bottiger.podcast.PodcastSubscriberActivity$1,true
False,org.bottiger.podcast.utils.OPMLImportExport$1,true
False,org.bottiger.podcast.playlist.ReorderCursor$1,true
False,org.bottiger.podcast.playlist.GenericCursorLoader$1,true
False,org.bottiger.podcast.playlist.GenericCursorLoader$2,true
False,org.bottiger.podcast.views.DownloadButtonView$1,true
False,org.bottiger.podcast.fetcher.StreamDownloader$1,true
False,org.bottiger.podcast.MainActivity$1,true
False,org.bottiger.podcast.views.dialogs.DialogOPML$1,true
False,org.bottiger.podcast.views.dialogs.DialogOPML$2,true
False,org.bottiger.podcast.views.dialogs.DialogOPML$3,true
False,org.bottiger.podcast.views.dialogs.DialogOPML$4,true
False,org.bottiger.podcast.SettingsActivity$1,true
False,org.bottiger.podcast.utils.navdrawer.NavigationDrawerMenuGenerator$2,true
False,org.bottiger.podcast.utils.navdrawer.NavigationDrawerMenuGenerator$1,true
False,org.bottiger.podcast.adapters.DiscoverySearchAdapter$3,true
False,org.bottiger.podcast.adapters.DiscoverySearchAdapter$2,true
False,org.bottiger.podcast.adapters.DiscoverySearchAdapter$1,true
False,org.bottiger.podcast.DiscoveryFeedActivity$1,true
False,org.bottiger.podcast.service.PlayerService$1,true
False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$1,true
False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$2,true
False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$3,true
False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$4,true
False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$5,true
False,org.bottiger.podcast.views.dialogs.DialogBulkDownload$6,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$1,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$3,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$5,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$4,true
False,org.bottiger.podcast.DrawerActivity$1,true
False,org.bottiger.podcast.DrawerActivity$2,true
False,org.bottiger.podcast.DrawerActivity$3,true
False,org.bottiger.podcast.DrawerActivity$4,true
False,org.bottiger.podcast.DrawerActivity$5,true
False,org.bottiger.podcast.DrawerActivity$6,true
False,org.bottiger.podcast.DrawerActivity$7,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$7,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$6,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$9,true
False,org.bottiger.podcast.views.MultiShrink.feed.MultiShrinkScroller$8,true
False,org.bottiger.podcast.FeedActivity$analyzeWhitenessOfPhotoPostProcessor$1,true
False,org.bottiger.podcast.adapters.AbstractPodcastAdapter$1,true
False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$3,true
False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$4,true
False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$5,true
False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$6,true
False,org.bottiger.podcast.views.MultiShrink.playlist.MultiShrinkScroller$1,true
False,org.bottiger.podcast.utils.navdrawer.NavItem$1,true
False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$1,true
False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$2,true
False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$3,true
False,org.bottiger.podcast.views.SwipeDismissRecyclerViewTouchListener$4,true
False,org.bottiger.podcast.DiscoveryFragment$3,true
False,org.bottiger.podcast.DiscoveryFragment$2,true
False,org.bottiger.podcast.DiscoveryFragment$4,true
False,org.bottiger.podcast.DiscoveryFragment$1,true
False,org.bottiger.podcast.receiver.PodcastUpdateReceiver$1,true
False,org.bottiger.podcast.views.TintedFramelayout$1,true
False,org.bottiger.podcast.service.HTTPDService$1,true
False,org.bottiger.podcast.views.MultiSpinner$1,true
False,org.bottiger.podcast.notification.NotificationPlayer$1,true
False,org.bottiger.podcast.PlaylistFragment$1,true
False,org.bottiger.podcast.PlaylistFragment$2,true
False,org.bottiger.podcast.PlaylistFragment$3,true
False,org.bottiger.podcast.PlaylistFragment$4,true
False,org.bottiger.podcast.PlaylistFragment$5,true
False,org.bottiger.podcast.PlaylistFragment$6,true
False,org.bottiger.podcast.PlaylistFragment$7,true
False,org.mariotaku.twidere.activity.support.UserListSelectorActivity$GetUserListsTask$1,true
False,org.mariotaku.twidere.view.StatusTextView$SafeEditableFactory,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateSavedSearchTask,true
False,org.mariotaku.twidere.preference.SeekBarDialogPreference$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroyMuteTask,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$1,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$2,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$3,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$4,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$5,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$6,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$7,true
False,org.mariotaku.twidere.fragment.support.MessagesConversationFragment$8,true
False,org.mariotaku.twidere.activity.TwitterLinkHandlerActivity$TwitterLinkException,true
False,org.mariotaku.twidere.nyan.NyanWallpaperService$NyanWallpaperEngine,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateUserListTask,true
False,org.mariotaku.twidere.util.TwidereActionModeForChildListener$ActionModeCallbackWrapper,true
False,org.mariotaku.twidere.activity.SettingsActivity$1,true
False,org.mariotaku.twidere.fragment.support.QuickMenuFragment$1,true
False,org.mariotaku.twidere.fragment.support.ColorPickerDialogFragment$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetStatusesTask,true
False,org.mariotaku.twidere.util.net.OkHttpRestClient$OkHttpQueuedRequest$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DenyFriendshipTask,true
False,org.mariotaku.twidere.activity.support.LinkHandlerActivity$2,true
False,org.mariotaku.twidere.adapter.MessageEntriesAdapter$1,true
False,org.mariotaku.twidere.activity.support.LinkHandlerActivity$1,true
False,org.mariotaku.twidere.fragment.support.ParcelableStatusesFragment$ParcelableStatusesBusCallback,true
False,org.mariotaku.twidere.api.twitter.auth.OAuthAuthorization$1,true
False,org.mariotaku.twidere.service.StreamingService$1,true
False,org.mariotaku.twidere.service.StreamingService$2,true
False,org.mariotaku.twidere.preference.NetworkUsageSummaryPreferences$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetLocalTrendsTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetTrendsTask,true
False,org.mariotaku.twidere.service.BackgroundOperationService$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateFriendshipTask,true
False,org.mariotaku.twidere.service.BackgroundOperationService$4,true
False,org.mariotaku.twidere.service.BackgroundOperationService$5,true
False,org.mariotaku.twidere.service.BackgroundOperationService$2,true
False,org.mariotaku.twidere.service.BackgroundOperationService$3,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$ClearNotificationTask,true
False,org.mariotaku.twidere.fragment.support.CursorStatusesFragment$2,true
False,org.mariotaku.twidere.fragment.support.CursorStatusesFragment$3,true
False,org.mariotaku.twidere.fragment.support.CursorStatusesFragment$1,true
False,org.mariotaku.twidere.activity.support.QuickSearchBarActivity$1,true
False,org.mariotaku.twidere.activity.support.QuickSearchBarActivity$2,true
False,org.mariotaku.twidere.fragment.support.UserFollowersFragment$1,true
False,org.mariotaku.twidere.service.RefreshService$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroyStatusTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$AcceptFriendshipTask,true
False,org.mariotaku.twidere.preference.RingtonePreference$1,true
False,org.mariotaku.twidere.fragment.support.AbsActivitiesFragment$StatusesBusCallback,true
False,org.mariotaku.twidere.view.StatusTextView$SafeSpannableFactory,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateMultiBlockTask,true
False,org.mariotaku.twidere.util.SwipeDismissListViewTouchListener$4,true
False,org.mariotaku.twidere.util.SwipeDismissListViewTouchListener$3,true
False,org.mariotaku.twidere.util.SwipeDismissListViewTouchListener$2,true
False,org.mariotaku.twidere.util.SwipeDismissListViewTouchListener$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$ReportSpamTask,true
False,org.mariotaku.twidere.fragment.support.UserProfileEditorFragment$UpdateProfileImageTaskInternal,true
False,org.mariotaku.twidere.util.collection.CompactHashSet$CompactHashIterator,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$AddUserListMembersTask,true
False,org.mariotaku.twidere.fragment.support.AbsContentRecyclerViewFragment$1,true
False,org.mariotaku.twidere.preference.TrendsLocationPreference$GetAvailableTrendsTask,true
False,org.mariotaku.twidere.util.TwidereActionModeForChildListener$1,true
False,org.mariotaku.twidere.provider.TwidereDataProvider$2,true
False,org.mariotaku.twidere.provider.TwidereDataProvider$1,true
False,org.mariotaku.twidere.preference.ThemeBackgroundPreference$1,true
False,org.mariotaku.twidere.preference.ThemeBackgroundPreference$2,true
False,org.mariotaku.twidere.provider.TwidereDataProvider$3,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$2,true
False,org.mariotaku.twidere.activity.support.CustomTabEditorActivity$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateBlockTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroyMessageConversationTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$CreateFavoriteTask,true
False,org.mariotaku.twidere.fragment.support.CursorStatusesFragment$CursorStatusesBusCallback,true
False,org.mariotaku.twidere.activity.support.UserListSelectorActivity$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroyDirectMessageTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$StoreLocalTrendsTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$StoreTrendsTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetReceivedDirectMessagesTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetDirectMessagesTask,true
False,org.mariotaku.twidere.util.SwipeDismissListViewTouchListener$PendingDismissData,true
False,org.mariotaku.twidere.fragment.support.UserListFragment$2,true
False,org.mariotaku.twidere.fragment.support.UserListFragment$1,true
False,org.mariotaku.twidere.util.net.OkHttpRestClient$1,true
False,org.mariotaku.twidere.fragment.support.UserListsFragment$1,true
False,org.mariotaku.twidere.fragment.support.UserListMembersFragment$GetUserListTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroyFavoriteTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$ClearUnreadCountTask,true
False,org.mariotaku.twidere.fragment.support.UserProfileEditorFragment$UpdateProfileTaskInternal$1,true
False,org.mariotaku.twidere.activity.support.ThemedFragmentActivity$1,true
False,org.mariotaku.twidere.activity.support.SignInActivity$1,true
False,org.mariotaku.twidere.fragment.support.UserFragment$2,true
False,org.mariotaku.twidere.fragment.support.UserFragment$1,true
False,org.mariotaku.twidere.fragment.support.UserFragment$4,true
False,org.mariotaku.twidere.fragment.support.UserFragment$3,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetHomeTimelineTask,true
False,org.mariotaku.twidere.fragment.support.RetweetQuoteDialogFragment$3,true
False,org.mariotaku.twidere.fragment.support.RetweetQuoteDialogFragment$2,true
False,org.mariotaku.twidere.fragment.support.RetweetQuoteDialogFragment$4,true
False,org.mariotaku.twidere.fragment.support.RetweetQuoteDialogFragment$1,true
False,org.mariotaku.twidere.util.MouseScrollDirectionDecider$InternalHorizontalScrollView,true
False,org.mariotaku.twidere.util.AbsServiceInterface$1,true
False,org.mariotaku.twidere.fragment.support.UserListMembersFragment$1,true
False,org.mariotaku.twidere.activity.support.MediaViewerActivity$BaseImagePageFragment$2,true
False,org.mariotaku.twidere.activity.support.MediaViewerActivity$BaseImagePageFragment$1,true
False,org.mariotaku.twidere.fragment.KeyboardShortcutsFragment$KeyboardShortcutPreferenceCompat$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$UpdateUserListDetailsTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$ReportMultiSpamTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$GetSentDirectMessagesTask,true
False,org.mariotaku.twidere.fragment.support.UserMediaTimelineFragment$1,true
False,org.mariotaku.twidere.fragment.support.StatusFragment$1,true
False,org.mariotaku.twidere.fragment.support.StatusFragment$2,true
False,org.mariotaku.twidere.fragment.support.StatusFragment$3,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$RemoveUnreadCountsTask,true
False,org.mariotaku.twidere.preference.TranslationDestinationPreference$GetLanguagesTask,true
False,org.mariotaku.twidere.preference.SettingsImportExportPreference$1,true
False,org.mariotaku.twidere.preference.AppVersionPreference$1,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$RetweetStatusTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroySavedSearchTask,true
False,org.mariotaku.twidere.util.AsyncTwitterWrapper$DestroyUserListSubscriptionTask,true
False,org.mariotaku.twidere.fragment.support.AccountsDashboardFragment$1,true
False,org.mariotaku.twidere.activity.support.UserListSelectorActivity$SearchUsersTask$1,true
False,org.mariotaku.twidere.fragment.support.AccountsDashboardFragment$2,true
False,org.mariotaku.twidere.activity.iface.IControlBarActivity$ControlBarShowHideHelper$1,true
False,org.mariotaku.twidere.fragment.BaseFiltersFragment$1,true
False,org.mariotaku.twidere.fragment.support.AbsContentListViewFragment$1,true
False,org.mariotaku.twidere.fragment.support.DirectMessagesFragment$2,true
False,org.mariotaku.twidere.fragment.support.DirectMessagesFragment$1,true
False,org.mariotaku.twidere.fragment.KeyboardShortcutsFragment$KeyboardShortcutPreference$1,true
